employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome
493,Research & Development,Research Scientist,Male,31,4,Travel_Rarely,2,1,2657
494,Sales,Sales Representative,Female,21,3,Travel_Rarely,1,1,2716
495,Research & Development,Research Scientist,Male,29,3,Travel_Rarely,3,1,2201
496,Research & Development,Healthcare Representative,Male,35,4,Travel_Rarely,1,2,6540
497,Research & Development,Laboratory Technician,Male,27,2,Travel_Rarely,5,1,3816
498,Sales,Sales Executive,Male,28,4,Travel_Rarely,7,2,5253
499,Research & Development,Healthcare Representative,Male,49,3,Travel_Rarely,5,3,10965
500,Sales,Sales Executive,Female,51,2,Travel_Rarely,7,2,4936
501,Research & Development,Research Scientist,Female,36,3,Travel_Rarely,2,1,2543
502,Sales,Sales Executive,Male,34,3,Non-Travel,5,2,5304
505,Research & Development,Manager,Female,55,3,Travel_Rarely,5,4,16659
507,Sales,Sales Executive,Female,24,4,Travel_Rarely,5,2,4260
508,Sales,Sales Representative,Male,30,1,Travel_Rarely,1,1,2476
510,Research & Development,Research Scientist,Male,26,1,Travel_Frequently,6,1,3102
511,Research & Development,Research Scientist,Female,22,3,Travel_Rarely,2,1,2244
513,Sales,Sales Executive,Male,36,2,Travel_Rarely,10,3,7596
514,Research & Development,Research Scientist,Male,30,3,Travel_Frequently,1,1,2285
515,Research & Development,Laboratory Technician,Female,37,3,Travel_Rarely,18,1,3034
516,Sales,Sales Executive,Female,40,2,Travel_Rarely,5,2,5715
517,Research & Development,Laboratory Technician,Female,42,4,Travel_Rarely,5,1,2576
518,Research & Development,Manufacturing Director,Male,37,4,Travel_Rarely,1,2,4197
520,Research & Development,Research Director,Male,43,3,Travel_Rarely,25,4,14336
521,Research & Development,Laboratory Technician,Female,40,3,Travel_Rarely,1,2,3448
522,Research & Development,Research Director,Male,54,2,Travel_Rarely,4,5,19406
523,Sales,Sales Executive,Female,34,4,Non-Travel,3,2,6538
524,Research & Development,Manufacturing Director,Female,31,2,Travel_Rarely,13,2,4306
525,Research & Development,Laboratory Technician,Male,43,3,Travel_Frequently,3,1,2258
526,Research & Development,Healthcare Representative,Female,43,4,Travel_Rarely,5,2,4522
527,Sales,Sales Executive,Female,25,2,Travel_Rarely,5,2,4487
529,Research & Development,Research Scientist,Female,37,5,Non-Travel,13,2,4449
530,Research & Development,Laboratory Technician,Male,31,2,Travel_Rarely,4,1,2218
531,Research & Development,Manager,Male,39,1,Travel_Frequently,21,5,19197
532,Sales,Sales Executive,Female,56,3,Travel_Frequently,7,4,13212
533,Sales,Sales Executive,Female,30,3,Travel_Rarely,5,2,6577
534,Sales,Sales Executive,Male,41,3,Travel_Rarely,10,3,8392
536,Research & Development,Laboratory Technician,Male,28,2,Travel_Rarely,10,2,4558
538,Research & Development,Laboratory Technician,Male,25,3,Travel_Rarely,2,1,4031
543,Research & Development,Manufacturing Director,Male,52,3,Travel_Rarely,5,3,7969
544,Research & Development,Research Scientist,Male,45,2,Travel_Rarely,2,1,2654
546,Research & Development,Manager,Female,52,2,Travel_Rarely,5,4,16555
547,Research & Development,Research Scientist,Female,42,2,Travel_Frequently,5,2,4556
548,Research & Development,Manufacturing Director,Female,30,3,Travel_Rarely,5,2,6091
549,Research & Development,Manager,Female,60,3,Travel_Rarely,29,5,19566
550,Research & Development,Manufacturing Director,Female,46,3,Travel_Rarely,10,2,4810
551,Research & Development,Healthcare Representative,Female,42,4,Travel_Frequently,6,2,4523
554,Sales,Sales Representative,Female,24,1,Travel_Rarely,5,1,3202
555,Sales,Sales Representative,Female,34,2,Travel_Frequently,2,1,2351
556,Research & Development,Laboratory Technician,Male,38,2,Travel_Frequently,1,1,1702
558,Sales,Manager,Female,40,4,Travel_Rarely,20,5,18041
560,Research & Development,Research Scientist,Female,26,3,Travel_Rarely,3,1,2886
562,Research & Development,Laboratory Technician,Male,30,3,Non-Travel,5,1,2097
564,Research & Development,Research Director,Male,29,4,Travel_Rarely,10,3,11935
565,Research & Development,Research Scientist,Female,29,5,Travel_Rarely,2,1,2546
566,Human Resources,Human Resources,Male,19,2,Travel_Rarely,1,1,2564
567,Sales,Sales Executive,Female,30,4,Non-Travel,9,3,8412
568,Sales,Manager,Male,57,3,Travel_Rarely,1,4,14118
569,Research & Development,Manager,Male,50,4,Travel_Rarely,27,4,17046
571,Research & Development,Laboratory Technician,Female,30,3,Non-Travel,11,1,2564
573,Sales,Sales Executive,Female,60,3,Travel_Frequently,18,3,10266
574,Research & Development,Manufacturing Director,Female,47,2,Travel_Rarely,5,2,5070
575,Research & Development,Research Director,Male,46,3,Travel_Rarely,3,4,17861
577,Research & Development,Laboratory Technician,Male,35,3,Travel_Rarely,5,1,4230
578,Research & Development,Laboratory Technician,Female,54,4,Travel_Rarely,1,2,3780
579,Research & Development,Research Scientist,Male,34,4,Travel_Rarely,7,1,2768
580,Sales,Sales Executive,Female,46,3,Travel_Rarely,3,3,9071
581,Research & Development,Manufacturing Director,Male,31,1,Travel_Rarely,13,3,10648
582,Research & Development,Manager,Male,33,1,Travel_Rarely,7,3,13610
584,Research & Development,Laboratory Technician,Male,33,1,Travel_Rarely,4,1,3408
585,Sales,Sales Representative,Male,30,1,Travel_Rarely,3,1,2983
586,Research & Development,Healthcare Representative,Male,35,3,Travel_Rarely,8,3,7632
587,Research & Development,Healthcare Representative,Male,31,3,Travel_Frequently,1,3,9824
590,Human Resources,Human Resources,Female,34,3,Travel_Frequently,3,3,9950
591,Research & Development,Laboratory Technician,Male,42,2,Travel_Frequently,2,1,2093
592,Sales,Sales Executive,Male,36,4,Non-Travel,10,3,9980
593,Research & Development,Laboratory Technician,Male,22,1,Travel_Frequently,2,1,3894
595,Sales,Sales Executive,Female,48,5,Travel_Rarely,9,2,4051
597,Sales,Manager,Female,55,5,Travel_Rarely,10,4,16835
599,Sales,Sales Executive,Male,41,2,Non-Travel,14,2,6230
600,Sales,Sales Executive,Male,35,3,Travel_Rarely,11,2,4717
601,Research & Development,Manufacturing Director,Female,40,3,Travel_Rarely,20,4,13237
602,Research & Development,Laboratory Technician,Female,39,1,Travel_Frequently,8,1,3755
604,Sales,Sales Executive,Male,31,1,Travel_Rarely,6,2,6582
605,Research & Development,Manufacturing Director,Male,42,3,Travel_Rarely,10,3,7406
606,Sales,Sales Executive,Male,45,3,Travel_Rarely,8,2,4805
608,Human Resources,Human Resources,Female,26,4,Travel_Frequently,7,1,2741
611,Research & Development,Manufacturing Director,Male,29,3,Travel_Rarely,3,2,4262
612,Research & Development,Research Director,Female,33,5,Travel_Rarely,6,4,16184
613,Sales,Manager,Male,31,3,Travel_Rarely,5,3,11557
614,Sales,Sales Representative,Male,18,3,Travel_Frequently,0,1,1878
615,Sales,Sales Executive,Male,40,3,Non-Travel,1,3,10932
616,Research & Development,Healthcare Representative,Female,41,4,Non-Travel,8,2,6811
618,Sales,Sales Executive,Male,26,2,Travel_Rarely,0,2,4306
620,Sales,Sales Executive,Female,35,3,Travel_Rarely,5,2,4859
621,Sales,Sales Executive,Male,34,4,Travel_Rarely,10,2,5337
622,Research & Development,Laboratory Technician,Male,26,3,Travel_Rarely,1,1,2340
623,Research & Development,Manufacturing Director,Female,37,3,Travel_Rarely,6,3,7491
624,Research & Development,Healthcare Representative,Female,46,1,Travel_Frequently,2,3,10527
625,Sales,Manager,Female,41,5,Travel_Rarely,18,4,16595
626,Sales,Sales Executive,Male,37,4,Non-Travel,9,3,8834
630,Research & Development,Research Scientist,Male,52,2,Travel_Rarely,10,2,5577
631,Sales,Sales Executive,Male,32,4,Non-Travel,4,2,4707
632,Sales,Sales Representative,Male,24,3,Travel_Frequently,2,1,2400
634,Research & Development,Healthcare Representative,Female,38,3,Travel_Rarely,1,2,9824
635,Research & Development,Manufacturing Director,Female,37,4,Travel_Rarely,6,2,6447
638,Research & Development,Research Director,Male,49,4,Travel_Rarely,31,5,19502
639,Research & Development,Research Scientist,Male,24,3,Travel_Rarely,6,1,2725
641,Sales,Sales Executive,Male,26,2,Travel_Rarely,5,2,6272
643,Research & Development,Laboratory Technician,Male,24,2,Travel_Rarely,1,1,2127
644,Human Resources,Manager,Male,50,3,Travel_Frequently,32,5,18200
645,Sales,Sales Representative,Male,25,1,Travel_Rarely,7,1,2096
647,Research & Development,Laboratory Technician,Female,24,3,Travel_Frequently,6,1,2886
648,Sales,Sales Representative,Male,30,4,Travel_Frequently,1,1,2033
649,Research & Development,Research Scientist,Male,34,2,Travel_Rarely,6,1,3622
650,Sales,Sales Executive,Male,31,4,Travel_Rarely,3,2,4233
652,Research & Development,Laboratory Technician,Male,35,2,Travel_Rarely,3,2,3681
653,Sales,Sales Executive,Male,31,4,Travel_Rarely,7,2,5460
655,Research & Development,Research Scientist,Female,27,4,Travel_Rarely,5,1,2187
656,Sales,Sales Executive,Male,37,3,Travel_Rarely,3,2,9602
657,Research & Development,Research Scientist,Female,20,3,Travel_Rarely,1,1,2836
659,Research & Development,Healthcare Representative,Female,42,4,Travel_Rarely,10,2,4089
661,Research & Development,Research Director,Male,43,4,Travel_Rarely,1,4,16627
662,Research & Development,Research Scientist,Female,38,1,Travel_Rarely,0,1,2619
663,Research & Development,Laboratory Technician,Male,43,5,Travel_Frequently,8,2,5679
664,Research & Development,Manager,Female,48,4,Travel_Rarely,3,4,15402
665,Human Resources,Human Resources,Female,44,4,Travel_Rarely,2,2,5985
666,Sales,Sales Representative,Female,34,3,Travel_Rarely,8,1,2579
667,Sales,Sales Representative,Male,27,1,Travel_Rarely,4,1,3041
669,Sales,Sales Representative,Male,21,1,Travel_Rarely,3,1,3447
671,Research & Development,Manager,Male,44,4,Travel_Rarely,2,5,19513
675,Research & Development,Research Scientist,Male,22,1,Travel_Rarely,2,1,2773
677,Sales,Sales Executive,Male,33,4,Travel_Rarely,5,2,7104
679,Research & Development,Research Scientist,Female,32,4,Travel_Rarely,6,2,6322
680,Research & Development,Research Scientist,Female,30,3,Travel_Frequently,1,1,2083
682,Sales,Sales Executive,Female,53,1,Travel_Rarely,14,2,8381
683,Research & Development,Research Scientist,Male,34,5,Travel_Rarely,10,1,2691
684,Sales,Sales Executive,Female,45,4,Travel_Frequently,1,2,4286
686,Research & Development,Laboratory Technician,Female,26,3,Travel_Rarely,3,1,2659
689,Research & Development,Manufacturing Director,Male,37,3,Travel_Rarely,10,3,9434
690,Sales,Sales Executive,Female,29,2,Travel_Rarely,6,2,5561
691,Research & Development,Research Scientist,Male,35,4,Travel_Rarely,17,2,6646
692,Research & Development,Healthcare Representative,Male,33,3,Travel_Frequently,13,2,7725
698,Human Resources,Human Resources,Male,54,4,Travel_Rarely,9,3,10725
699,Research & Development,Manufacturing Director,Male,36,2,Travel_Rarely,3,2,8847
700,Research & Development,Research Scientist,Male,27,4,Travel_Rarely,4,1,2045
701,Research & Development,Research Scientist,Male,20,1,Travel_Rarely,1,1,1009
702,Research & Development,Research Scientist,Male,33,3,Travel_Frequently,10,1,3348
704,Research & Development,Laboratory Technician,Male,35,3,Non-Travel,1,1,1281
705,Research & Development,Research Scientist,Male,23,3,Travel_Rarely,3,1,2819
707,Sales,Sales Executive,Male,25,3,Travel_Rarely,3,2,4851
709,Sales,Sales Executive,Female,38,4,Travel_Rarely,7,2,4028
710,Research & Development,Research Scientist,Male,29,4,Travel_Frequently,10,1,2720
712,Sales,Sales Executive,Male,48,1,Travel_Rarely,2,2,8120
714,Sales,Sales Executive,Female,27,1,Travel_Frequently,6,2,4647
715,Research & Development,Research Scientist,Male,37,2,Travel_Rarely,1,1,4680
716,Research & Development,Laboratory Technician,Male,50,1,Travel_Rarely,20,1,3221
717,Research & Development,Healthcare Representative,Female,34,3,Travel_Rarely,8,3,8621
720,Sales,Sales Executive,Female,24,2,Travel_Rarely,2,2,4577
721,Research & Development,Healthcare Representative,Female,39,4,Travel_Rarely,20,2,4553
722,Sales,Sales Executive,Male,32,3,Travel_Rarely,10,2,5396
723,Sales,Sales Executive,Male,50,2,Travel_Frequently,4,2,6796
724,Research & Development,Healthcare Representative,Female,38,4,Travel_Rarely,9,2,7625
725,Research & Development,Manufacturing Director,Female,27,2,Travel_Rarely,9,3,7412
727,Research & Development,Research Director,Female,32,2,Travel_Rarely,7,3,11159
728,Sales,Sales Executive,Male,47,4,Travel_Rarely,7,2,4960
729,Sales,Sales Executive,Male,40,4,Travel_Frequently,18,3,10475
730,Research & Development,Research Director,Male,53,3,Travel_Rarely,5,4,14814
731,Human Resources,Manager,Male,41,4,Travel_Rarely,21,5,19141
732,Sales,Sales Executive,Male,60,4,Travel_Rarely,2,2,5405
733,Research & Development,Manufacturing Director,Male,27,2,Travel_Frequently,9,3,8793
734,Human Resources,Manager,Male,41,3,Travel_Rarely,22,5,19189
738,Sales,Sales Representative,Male,50,4,Travel_Rarely,2,1,3875
741,Research & Development,Research Scientist,Female,28,2,Travel_Rarely,7,1,2216
742,Research & Development,Research Director,Female,36,3,Non-Travel,8,3,11713
743,Research & Development,Manufacturing Director,Female,38,3,Travel_Rarely,1,3,7861
744,Research & Development,Laboratory Technician,Male,44,3,Non-Travel,5,1,3708
746,Sales,Sales Executive,Female,47,3,Travel_Frequently,22,4,13770
747,Sales,Sales Executive,Male,30,5,Travel_Rarely,8,2,5304
749,Sales,Sales Representative,Male,29,3,Travel_Rarely,1,1,2642
752,Research & Development,Research Scientist,Male,42,3,Travel_Frequently,2,1,2759
754,Sales,Sales Executive,Male,43,3,Travel_Frequently,2,2,6804
757,Research & Development,Healthcare Representative,Female,34,2,Travel_Rarely,5,2,6142
758,Research & Development,Laboratory Technician,Male,23,1,Travel_Rarely,4,1,2500
760,Human Resources,Human Resources,Female,39,3,Travel_Rarely,8,2,6389
762,Research & Development,Healthcare Representative,Male,56,3,Travel_Rarely,10,4,11103
763,Research & Development,Research Scientist,Female,40,1,Travel_Rarely,4,1,2342
764,Research & Development,Healthcare Representative,Female,27,3,Travel_Rarely,7,2,6811
766,Sales,Sales Representative,Male,29,3,Travel_Rarely,2,1,2297
769,Research & Development,Laboratory Technician,Male,53,3,Travel_Rarely,2,2,2450
771,Research & Development,Healthcare Representative,Female,35,4,Non-Travel,1,2,5093
772,Research & Development,Laboratory Technician,Male,32,4,Travel_Frequently,10,2,5309
773,Research & Development,Research Scientist,Male,38,5,Travel_Rarely,1,1,3057
775,Research & Development,Manufacturing Director,Female,34,5,Travel_Rarely,0,2,5121
776,Sales,Manager,Male,52,4,Travel_Rarely,34,4,16856
780,Research & Development,Research Scientist,Male,33,4,Travel_Rarely,10,1,2686
781,Sales,Sales Executive,Female,25,1,Travel_Rarely,6,2,6180
783,Sales,Sales Representative,Male,45,2,Travel_Rarely,8,2,6632
784,Research & Development,Research Scientist,Male,23,1,Travel_Rarely,2,1,3505
785,Sales,Sales Executive,Female,47,2,Travel_Frequently,5,2,6397
786,Sales,Sales Executive,Male,34,3,Travel_Rarely,6,2,6274
787,Research & Development,Manager,Male,55,3,Travel_Rarely,5,5,19859
789,Sales,Sales Executive,Male,36,4,Non-Travel,10,3,7587
791,Research & Development,Research Scientist,Male,52,4,Non-Travel,4,1,4258
792,Research & Development,Laboratory Technician,Female,26,2,Travel_Frequently,2,1,4364
793,Research & Development,Healthcare Representative,Female,29,3,Travel_Rarely,8,2,4335
796,Sales,Sales Executive,Male,26,3,Travel_Rarely,4,2,5326
797,Research & Development,Research Scientist,Female,34,4,Travel_Rarely,4,1,3280
799,Research & Development,Manufacturing Director,Female,54,4,Travel_Rarely,5,2,5485
800,Sales,Sales Executive,Male,27,1,Travel_Frequently,4,2,4342
802,Research & Development,Research Scientist,Female,37,1,Travel_Rarely,5,1,2782
803,Research & Development,Manufacturing Director,Female,38,4,Travel_Frequently,15,2,5980
804,Research & Development,Research Scientist,Female,34,4,Travel_Rarely,6,1,4381
805,Sales,Sales Representative,Female,35,4,Travel_Rarely,3,1,2572
806,Research & Development,Laboratory Technician,Male,30,3,Travel_Rarely,2,1,3833
807,Research & Development,Healthcare Representative,Female,40,2,Travel_Frequently,8,2,4244
808,Sales,Sales Executive,Female,34,2,Travel_Rarely,3,2,6500
809,Research & Development,Manager,Male,42,3,Travel_Frequently,24,5,18430
811,Research & Development,Laboratory Technician,Male,23,3,Travel_Rarely,0,1,1601
812,Research & Development,Laboratory Technician,Male,24,3,Non-Travel,1,1,2694
813,Research & Development,Laboratory Technician,Female,52,4,Travel_Rarely,5,2,3149
815,Research & Development,Research Director,Male,50,3,Travel_Rarely,4,4,17639
816,Research & Development,Laboratory Technician,Female,29,2,Travel_Rarely,1,1,2319
817,Research & Development,Research Director,Male,33,3,Travel_Rarely,13,3,11691
819,Sales,Sales Executive,Female,33,3,Travel_Rarely,3,2,5324
820,Research & Development,Manager,Female,47,2,Travel_Rarely,26,4,16752
823,Research & Development,Manufacturing Director,Female,36,3,Travel_Rarely,9,2,5228
824,Research & Development,Research Scientist,Male,29,2,Travel_Rarely,10,1,2700
825,Research & Development,Research Director,Male,58,4,Travel_Rarely,31,5,19246
826,Research & Development,Research Scientist,Female,35,4,Travel_Rarely,2,1,2506
827,Research & Development,Manufacturing Director,Female,42,2,Travel_Rarely,4,2,6062
828,Research & Development,Research Scientist,Male,28,4,Travel_Rarely,2,1,4382
829,Human Resources,Human Resources,Male,36,3,Travel_Rarely,5,1,2143
830,Research & Development,Manufacturing Director,Female,32,3,Travel_Rarely,14,2,6162
832,Research & Development,Laboratory Technician,Male,40,4,Travel_Frequently,1,2,5094
833,Research & Development,Manufacturing Director,Female,30,3,Travel_Rarely,0,2,6877
834,Research & Development,Research Scientist,Female,45,3,Travel_Rarely,1,1,2274
836,Research & Development,Manufacturing Director,Male,42,3,Travel_Rarely,9,2,4434
837,Research & Development,Healthcare Representative,Male,38,3,Travel_Frequently,4,2,6288
838,Research & Development,Research Scientist,Female,34,4,Travel_Frequently,5,1,2553
840,Sales,Sales Executive,Female,49,3,Travel_Rarely,9,3,7654
842,Sales,Sales Executive,Male,55,1,Travel_Rarely,9,2,5160
843,Research & Development,Research Director,Male,43,2,Travel_Rarely,4,4,17159
844,Research & Development,Research Director,Male,27,1,Travel_Rarely,9,3,12808
845,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,8,3,10221
846,Sales,Sales Executive,Female,28,4,Travel_Rarely,8,2,4779
847,Human Resources,Human Resources,Male,34,2,Travel_Rarely,3,1,3737
848,Research & Development,Research Scientist,Female,26,2,Travel_Frequently,8,1,2366
850,Research & Development,Research Scientist,Male,27,3,Non-Travel,0,1,1706
851,Sales,Manager,Female,51,4,Travel_Rarely,20,4,16307
852,Research & Development,Healthcare Representative,Male,44,3,Travel_Rarely,5,2,5933
854,Research & Development,Research Scientist,Male,25,1,Travel_Rarely,4,1,3424
855,Sales,Sales Executive,Male,33,3,Travel_Rarely,9,2,4037
856,Research & Development,Research Scientist,Female,35,1,Travel_Rarely,6,1,2559
857,Sales,Sales Executive,Male,36,2,Travel_Rarely,18,2,6201
859,Sales,Sales Executive,Male,32,4,Travel_Rarely,5,2,4403
861,Research & Development,Research Scientist,Male,30,4,Travel_Frequently,5,1,3761
862,Sales,Sales Executive,Female,53,2,Travel_Rarely,5,3,10934
864,Sales,Sales Executive,Male,45,3,Travel_Rarely,5,3,10761
865,Research & Development,Research Scientist,Female,32,2,Travel_Rarely,5,2,5175
867,Research & Development,Manufacturing Director,Female,52,4,Travel_Frequently,9,4,13826
868,Sales,Sales Executive,Male,37,4,Travel_Rarely,1,2,6334
869,Human Resources,Human Resources,Male,28,2,Travel_Rarely,5,1,4936
872,Research & Development,Manufacturing Director,Male,22,2,Travel_Rarely,2,2,4775
874,Research & Development,Laboratory Technician,Male,44,4,Travel_Rarely,3,1,2818
875,Research & Development,Research Scientist,Male,42,1,Travel_Frequently,2,1,2515
878,Human Resources,Human Resources,Male,36,3,Travel_Rarely,5,1,2342
879,Sales,Sales Executive,Male,25,1,Travel_Rarely,5,2,4194
880,Research & Development,Manufacturing Director,Female,35,3,Travel_Rarely,17,3,10685
881,Research & Development,Research Scientist,Female,35,4,Travel_Frequently,10,1,2022
882,Research & Development,Laboratory Technician,Male,32,3,Non-Travel,3,1,2314
885,Sales,Sales Executive,Male,25,1,Travel_Rarely,5,2,4256
887,Research & Development,Research Scientist,Female,49,3,Travel_Rarely,4,1,3580
888,Research & Development,Laboratory Technician,Male,24,1,Non-Travel,5,1,3162
889,Sales,Sales Executive,Male,32,2,Travel_Frequently,10,2,6524
893,Sales,Sales Representative,Male,38,3,Travel_Rarely,2,1,2899
894,Research & Development,Laboratory Technician,Female,42,3,Travel_Rarely,5,2,5231
895,Research & Development,Research Scientist,Male,31,4,Travel_Rarely,6,1,2356
896,Sales,Sales Representative,Female,29,3,Travel_Rarely,3,1,2800
897,Sales,Sales Executive,Male,53,3,Travel_Rarely,2,4,11836
899,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,13,3,10903
900,Sales,Sales Representative,Female,37,2,Travel_Frequently,5,1,2973
901,Research & Development,Research Director,Female,53,4,Travel_Rarely,12,4,14275
902,Research & Development,Healthcare Representative,Female,43,3,Travel_Frequently,5,2,5562
903,Sales,Sales Executive,Female,47,2,Travel_Rarely,7,2,4537
904,Sales,Sales Executive,Male,37,2,Non-Travel,10,3,7642
905,Research & Development,Manager,Male,50,4,Non-Travel,31,4,17924
909,Human Resources,Human Resources,Female,39,3,Travel_Rarely,5,2,5204
910,Human Resources,Human Resources,Male,33,2,Travel_Rarely,4,1,2277
911,Research & Development,Laboratory Technician,Male,32,4,Travel_Rarely,1,1,2795
912,Research & Development,Laboratory Technician,Female,29,1,Travel_Rarely,4,1,2532
913,Research & Development,Research Scientist,Male,44,2,Travel_Rarely,8,1,2559
916,Sales,Sales Executive,Male,28,4,Travel_Rarely,4,2,4908
918,Research & Development,Laboratory Technician,Male,58,1,Travel_Frequently,1,1,2380
920,Research & Development,Manufacturing Director,Female,43,3,Travel_Rarely,1,2,4765
922,Sales,Sales Representative,Female,20,3,Travel_Rarely,2,1,2044
923,Research & Development,Research Scientist,Female,21,1,Travel_Rarely,1,1,2693
924,Research & Development,Healthcare Representative,Male,36,1,Travel_Rarely,16,2,6586
925,Sales,Sales Representative,Female,47,4,Travel_Rarely,3,1,3294
926,Research & Development,Manufacturing Director,Female,22,1,Travel_Rarely,3,2,4171
927,Research & Development,Laboratory Technician,Female,41,4,Travel_Rarely,7,1,2778
930,Research & Development,Research Scientist,Female,28,3,Travel_Rarely,2,1,2377
932,Research & Development,Laboratory Technician,Male,39,3,Travel_Rarely,2,1,2404
933,Research & Development,Research Scientist,Female,27,3,Travel_Rarely,1,1,2318
934,Research & Development,Laboratory Technician,Male,34,3,Travel_Rarely,1,1,2008
936,Sales,Sales Executive,Female,42,2,Travel_Rarely,5,2,6244
939,Research & Development,Research Scientist,Male,33,4,Travel_Rarely,3,1,2799
940,Research & Development,Healthcare Representative,Female,58,3,Travel_Rarely,6,3,10552
941,Sales,Sales Representative,Male,31,4,Travel_Rarely,7,1,2329
942,Research & Development,Healthcare Representative,Female,35,1,Travel_Rarely,10,2,4014
944,Research & Development,Laboratory Technician,Female,49,2,Travel_Rarely,26,3,7403
945,Research & Development,Research Scientist,Male,48,4,Travel_Rarely,0,1,2259
947,Sales,Sales Executive,Female,31,2,Non-Travel,9,2,6932
949,Research & Development,Research Scientist,Male,36,4,Travel_Rarely,6,1,4678
950,Research & Development,Research Director,Female,38,3,Travel_Rarely,15,3,13582
951,Research & Development,Laboratory Technician,Female,32,3,Non-Travel,3,1,2332
952,Sales,Sales Representative,Male,25,2,Travel_Rarely,1,1,2413
954,Sales,Sales Executive,Male,40,4,Travel_Rarely,1,3,9705
956,Sales,Sales Executive,Male,26,3,Travel_Frequently,7,2,4294
957,Research & Development,Laboratory Technician,Male,41,3,Travel_Rarely,18,1,4721
958,Research & Development,Laboratory Technician,Male,36,4,Travel_Rarely,11,1,2519
959,Sales,Sales Representative,Male,19,3,Travel_Rarely,1,1,2121
960,Research & Development,Laboratory Technician,Male,20,3,Travel_Rarely,1,1,2973
961,Research & Development,Healthcare Representative,Female,31,3,Travel_Rarely,9,2,5855
964,Research & Development,Research Scientist,Male,40,4,Travel_Frequently,1,1,3617
966,Research & Development,Manufacturing Director,Female,32,4,Travel_Rarely,8,2,6725
967,Sales,Sales Executive,Male,36,1,Travel_Rarely,16,3,10325
969,Research & Development,Healthcare Representative,Female,33,3,Travel_Rarely,5,2,6949
970,Sales,Sales Executive,Male,37,4,Travel_Rarely,14,3,10609
972,Research & Development,Laboratory Technician,Male,45,2,Non-Travel,9,2,4447
974,Sales,Sales Representative,Female,29,3,Travel_Frequently,3,1,2157
975,Sales,Sales Executive,Female,35,3,Travel_Rarely,5,2,4601
976,Research & Development,Manager,Male,52,2,Travel_Rarely,9,4,17099
977,Research & Development,Research Scientist,Male,58,3,Travel_Rarely,1,1,2479
981,Sales,Manager,Male,53,2,Travel_Rarely,17,4,14852
982,Sales,Sales Executive,Male,30,2,Travel_Rarely,8,3,7264
983,Sales,Sales Executive,Female,38,3,Non-Travel,5,2,5666
984,Sales,Sales Executive,Male,35,4,Travel_Rarely,10,3,7823
985,Sales,Sales Executive,Male,39,5,Travel_Rarely,8,3,7880
986,Sales,Sales Executive,Female,40,3,Non-Travel,1,4,13194
987,Research & Development,Manufacturing Director,Male,47,4,Travel_Frequently,19,2,5067
990,Sales,Sales Executive,Male,36,4,Non-Travel,7,2,5079
991,Research & Development,Research Scientist,Male,31,2,Non-Travel,3,1,2321
992,Sales,Manager,Male,33,3,Non-Travel,10,4,17444
994,Research & Development,Research Scientist,Female,29,3,Travel_Rarely,0,1,2404
995,Research & Development,Research Scientist,Female,33,1,Travel_Rarely,3,1,3452
996,Research & Development,Laboratory Technician,Female,45,4,Travel_Rarely,5,1,2270
997,Research & Development,Research Director,Male,50,2,Travel_Rarely,5,4,17399
998,Research & Development,Healthcare Representative,Female,33,4,Travel_Frequently,6,2,5488
999,Research & Development,Research Director,Male,41,3,Travel_Frequently,18,5,19419
1001,Research & Development,Laboratory Technician,Female,27,4,Travel_Rarely,2,1,2811
1002,Research & Development,Laboratory Technician,Male,45,2,Non-Travel,9,2,3633
1003,Sales,Sales Executive,Female,47,2,Travel_Rarely,9,2,4163
1004,Research & Development,Research Scientist,Female,30,3,Travel_Rarely,5,1,2132
1005,Research & Development,Manufacturing Director,Male,50,3,Travel_Rarely,12,4,13973
1006,Research & Development,Research Scientist,Male,38,1,Travel_Frequently,2,1,2684
1007,Research & Development,Manufacturing Director,Male,46,2,Travel_Rarely,8,3,10845
1009,Research & Development,Manufacturing Director,Female,24,1,Travel_Rarely,4,2,4377
1010,Research & Development,Laboratory Technician,Male,35,4,Travel_Rarely,4,1,3743
1011,Research & Development,Manufacturing Director,Female,31,1,Travel_Frequently,4,2,4148
1012,Research & Development,Research Scientist,Male,18,2,Non-Travel,0,1,1051
1013,Research & Development,Manufacturing Director,Female,54,3,Travel_Rarely,10,3,10739
1014,Research & Development,Healthcare Representative,Female,35,4,Travel_Rarely,16,3,10388
1015,Research & Development,Research Director,Female,30,2,Travel_Rarely,8,3,11416
1016,Research & Development,Research Scientist,Female,20,3,Travel_Rarely,1,1,2600
1017,Research & Development,Laboratory Technician,Female,30,3,Travel_Frequently,3,1,2422
1018,Research & Development,Manufacturing Director,Male,26,2,Travel_Rarely,8,2,5472
1019,Research & Development,Laboratory Technician,Male,22,1,Travel_Rarely,4,1,2451
1022,Research & Development,Healthcare Representative,Male,48,3,Travel_Rarely,2,2,4240
1024,Research & Development,Healthcare Representative,Male,48,4,Travel_Rarely,15,3,10999
1025,Research & Development,Manufacturing Director,Female,41,2,Travel_Rarely,2,2,5003
1026,Research & Development,Manufacturing Director,Female,39,1,Travel_Rarely,21,4,12742
