employee_id,risk_score,risk_level,Department,JobRole
887,59.3,Low,Research & Development,Research Scientist
888,35.6,Low,Research & Development,Laboratory Technician
889,91.0,High,Sales,Sales Executive
893,77.3,Medium,Sales,Sales Representative
894,17.6,Low,Research & Development,Laboratory Technician
895,13.6,Low,Research & Development,Research Scientist
896,76.4,Medium,Sales,Sales Representative
897,13.6,Low,Sales,Sales Executive
899,74.7,Medium,Research & Development,Manufacturing Director
900,0.9,Low,Sales,Sales Representative
901,8.1,Low,Research & Development,Research Director
902,80.7,Medium,Research & Development,Healthcare Representative
903,17.3,Low,Sales,Sales Executive
904,82.7,Medium,Sales,Sales Executive
905,7.2,Low,Research & Development,Manager
909,20.6,Low,Human Resources,Human Resources
910,1.3,Low,Human Resources,Human Resources
911,98.5,High,Research & Development,Laboratory Technician
912,12.8,Low,Research & Development,Laboratory Technician
913,90.6,Medium,Research & Development,Research Scientist
916,49.2,Low,Sales,Sales Executive
918,11.0,Low,Research & Development,Laboratory Technician
920,91.3,High,Research & Development,Manufacturing Director
922,19.7,Low,Sales,Sales Representative
923,87.1,Medium,Research & Development,Research Scientist
924,43.2,Low,Research & Development,Healthcare Representative
925,84.4,Medium,Sales,Sales Representative
926,14.4,Low,Research & Development,Manufacturing Director
927,94.5,High,Research & Development,Laboratory Technician
930,19.5,Low,Research & Development,Research Scientist
932,89.2,Medium,Research & Development,Laboratory Technician
933,99.2,High,Research & Development,Research Scientist
934,22.7,Low,Research & Development,Laboratory Technician
936,31.4,Low,Sales,Sales Executive
939,11.5,Low,Research & Development,Research Scientist
940,15.3,Low,Research & Development,Healthcare Representative
941,2.7,Low,Sales,Sales Representative
942,95.6,High,Research & Development,Healthcare Representative
944,17.7,Low,Research & Development,Laboratory Technician
945,92.5,High,Research & Development,Research Scientist
947,91.6,High,Sales,Sales Executive
949,79.4,Medium,Research & Development,Research Scientist
950,26.3,Low,Research & Development,Research Director
951,21.8,Low,Research & Development,Laboratory Technician
952,71.8,Medium,Sales,Sales Representative
954,7.0,Low,Sales,Sales Executive
956,42.8,Low,Sales,Sales Executive
957,5.2,Low,Research & Development,Laboratory Technician
958,72.5,Medium,Research & Development,Laboratory Technician
959,99.7,High,Sales,Sales Representative
960,53.8,Low,Research & Development,Laboratory Technician
961,77.5,Medium,Research & Development,Healthcare Representative
964,98.9,High,Research & Development,Research Scientist
966,63.1,Medium,Research & Development,Manufacturing Director
967,13.3,Low,Sales,Sales Executive
969,9.1,Low,Research & Development,Healthcare Representative
970,8.0,Low,Sales,Sales Executive
972,37.5,Low,Research & Development,Laboratory Technician
974,11.0,Low,Sales,Sales Representative
975,20.3,Low,Sales,Sales Executive
976,91.6,High,Research & Development,Manager
977,97.0,High,Research & Development,Research Scientist
981,3.6,Low,Sales,Manager
982,79.6,Medium,Sales,Sales Executive
983,31.7,Low,Sales,Sales Executive
984,87.7,Medium,Sales,Sales Executive
985,92.0,High,Sales,Sales Executive
986,98.0,High,Sales,Sales Executive
987,18.2,Low,Research & Development,Manufacturing Director
990,14.1,Low,Sales,Sales Executive
991,78.1,Medium,Research & Development,Research Scientist
992,12.8,Low,Sales,Manager
994,90.7,Medium,Research & Development,Research Scientist
995,93.3,High,Research & Development,Research Scientist
996,17.2,Low,Research & Development,Laboratory Technician
997,92.2,High,Research & Development,Research Director
998,64.7,Medium,Research & Development,Healthcare Representative
999,0.5,Low,Research & Development,Research Director
1001,90.2,Medium,Research & Development,Laboratory Technician
1002,45.5,Low,Research & Development,Laboratory Technician
1003,85.0,Medium,Sales,Sales Executive
1004,11.8,Low,Research & Development,Research Scientist
1005,38.7,Low,Research & Development,Manufacturing Director
1006,19.7,Low,Research & Development,Research Scientist
1007,83.9,Medium,Research & Development,Manufacturing Director
1009,92.3,High,Research & Development,Manufacturing Director
1010,79.1,Medium,Research & Development,Laboratory Technician
1011,12.9,Low,Research & Development,Manufacturing Director
1012,86.2,Medium,Research & Development,Research Scientist
1013,15.7,Low,Research & Development,Manufacturing Director
1014,20.1,Low,Research & Development,Healthcare Representative
1015,10.4,Low,Research & Development,Research Director
1016,99.6,High,Research & Development,Research Scientist
1017,13.6,Low,Research & Development,Laboratory Technician
1018,30.3,Low,Research & Development,Manufacturing Director
1019,2.6,Low,Research & Development,Laboratory Technician
1022,90.9,Medium,Research & Development,Healthcare Representative
1024,93.3,High,Research & Development,Healthcare Representative
1025,90.0,Medium,Research & Development,Manufacturing Director
1026,25.2,Low,Research & Development,Manufacturing Director
1027,24.5,Low,Research & Development,Manufacturing Director
1028,89.9,Medium,Research & Development,Laboratory Technician
1029,3.6,Low,Sales,Manager
1030,90.8,Medium,Research & Development,Laboratory Technician
1032,73.5,Medium,Research & Development,Manufacturing Director
1033,73.7,Medium,Research & Development,Healthcare Representative
1034,81.5,Medium,Research & Development,Healthcare Representative
1035,5.4,Low,Research & Development,Research Director
1036,3.6,Low,Sales,Sales Executive
1037,93.5,High,Sales,Sales Executive
1038,89.4,Medium,Sales,Manager
1039,84.1,Medium,Sales,Sales Executive
1040,9.0,Low,Sales,Sales Executive
1042,23.6,Low,Research & Development,Laboratory Technician
1043,92.1,High,Research & Development,Manufacturing Director
1044,83.9,Medium,Sales,Sales Representative
1045,14.8,Low,Sales,Manager
1046,10.5,Low,Research & Development,Laboratory Technician
1047,71.3,Medium,Sales,Sales Executive
1048,9.4,Low,Sales,Manager
1049,5.8,Low,Human Resources,Human Resources
1050,10.9,Low,Sales,Sales Executive
1052,16.9,Low,Research & Development,Laboratory Technician
1053,96.5,High,Research & Development,Research Scientist
1055,99.0,High,Sales,Sales Representative
1056,99.5,High,Sales,Sales Representative
1060,94.1,High,Research & Development,Research Scientist
1061,58.6,Low,Research & Development,Research Director
1062,64.5,Medium,Research & Development,Healthcare Representative
1066,9.8,Low,Sales,Sales Executive
1068,70.5,Medium,Research & Development,Research Scientist
1069,94.9,High,Research & Development,Research Director
1070,77.3,Medium,Sales,Sales Executive
1071,17.3,Low,Research & Development,Research Scientist
1073,11.9,Low,Research & Development,Manufacturing Director
1074,44.8,Low,Research & Development,Manager
1076,3.7,Low,Sales,Sales Executive
1077,91.8,High,Sales,Sales Representative
1079,97.4,High,Research & Development,Laboratory Technician
1080,22.6,Low,Research & Development,Research Scientist
1081,98.1,High,Research & Development,Research Scientist
1082,22.5,Low,Research & Development,Healthcare Representative
1083,70.0,Medium,Research & Development,Laboratory Technician
1084,78.9,Medium,Research & Development,Manufacturing Director
1085,18.2,Low,Research & Development,Research Scientist
1088,74.8,Medium,Research & Development,Healthcare Representative
1092,69.9,Medium,Research & Development,Healthcare Representative
1094,80.8,Medium,Research & Development,Laboratory Technician
1096,9.6,Low,Research & Development,Manufacturing Director
1097,25.8,Low,Research & Development,Research Scientist
1098,91.2,High,Human Resources,Human Resources
1099,81.6,Medium,Research & Development,Healthcare Representative
1100,10.8,Low,Sales,Sales Executive
1101,16.7,Low,Research & Development,Research Scientist
1102,89.2,Medium,Research & Development,Laboratory Technician
1103,29.4,Low,Research & Development,Healthcare Representative
1105,94.6,High,Sales,Sales Executive
1106,5.4,Low,Research & Development,Laboratory Technician
1107,81.7,Medium,Research & Development,Laboratory Technician
1108,35.0,Low,Research & Development,Research Scientist
1109,7.3,Low,Research & Development,Manager
1111,99.5,High,Research & Development,Laboratory Technician
1113,99.1,High,Sales,Sales Executive
1114,71.8,Medium,Sales,Sales Executive
1115,93.1,High,Research & Development,Research Scientist
1116,6.9,Low,Research & Development,Manager
1117,78.5,Medium,Sales,Sales Executive
1118,75.3,Medium,Research & Development,Healthcare Representative
1119,3.6,Low,Sales,Sales Executive
1120,54.1,Low,Research & Development,Research Scientist
1121,20.3,Low,Research & Development,Manufacturing Director
1124,98.1,High,Sales,Manager
1125,92.3,High,Sales,Sales Executive
1126,94.3,High,Research & Development,Manufacturing Director
1127,78.8,Medium,Research & Development,Healthcare Representative
1128,91.7,High,Research & Development,Research Director
1131,84.8,Medium,Research & Development,Research Scientist
1132,6.1,Low,Research & Development,Laboratory Technician
1133,17.4,Low,Research & Development,Manufacturing Director
1135,19.3,Low,Sales,Sales Representative
1136,4.4,Low,Research & Development,Research Scientist
1137,15.6,Low,Sales,Sales Executive
1138,89.3,Medium,Sales,Sales Executive
1140,28.6,Low,Research & Development,Manufacturing Director
1143,76.5,Medium,Research & Development,Research Scientist
1148,15.0,Low,Research & Development,Laboratory Technician
1150,69.2,Medium,Research & Development,Manufacturing Director
1152,80.9,Medium,Human Resources,Human Resources
1154,91.2,High,Research & Development,Research Scientist
1156,99.9,High,Research & Development,Laboratory Technician
1157,8.4,Low,Sales,Sales Executive
1158,97.5,High,Research & Development,Laboratory Technician
1160,85.2,Medium,Research & Development,Laboratory Technician
1161,19.1,Low,Research & Development,Healthcare Representative
1162,54.5,Low,Research & Development,Research Scientist
1163,55.8,Low,Sales,Sales Executive
1164,36.8,Low,Human Resources,Human Resources
1165,41.4,Low,Sales,Sales Executive
1166,9.6,Low,Research & Development,Research Director
1167,16.1,Low,Sales,Sales Executive
1171,69.0,Medium,Sales,Sales Executive
1172,12.2,Low,Research & Development,Laboratory Technician
1173,10.2,Low,Research & Development,Laboratory Technician
1175,76.5,Medium,Research & Development,Laboratory Technician
1177,19.1,Low,Research & Development,Laboratory Technician
1179,91.8,High,Sales,Sales Executive
1180,19.7,Low,Research & Development,Research Scientist
1182,43.6,Low,Research & Development,Manufacturing Director
1184,80.8,Medium,Research & Development,Healthcare Representative
1185,84.4,Medium,Research & Development,Laboratory Technician
1188,69.6,Medium,Sales,Sales Executive
1190,99.6,High,Sales,Sales Representative
1191,88.4,Medium,Research & Development,Manager
1192,60.7,Medium,Research & Development,Laboratory Technician
1193,13.7,Low,Research & Development,Research Scientist
1195,47.3,Low,Research & Development,Research Scientist
1196,75.8,Medium,Research & Development,Manufacturing Director
1198,0.8,Low,Research & Development,Laboratory Technician
1200,16.3,Low,Research & Development,Research Scientist
1201,4.8,Low,Research & Development,Manager
1202,16.0,Low,Research & Development,Research Scientist
1203,99.8,High,Research & Development,Research Scientist
1204,96.7,High,Sales,Manager
1206,25.9,Low,Research & Development,Research Scientist
1207,8.9,Low,Human Resources,Human Resources
1210,95.6,High,Research & Development,Research Scientist
1211,17.9,Low,Sales,Sales Executive
1212,97.9,High,Sales,Sales Executive
1215,86.6,Medium,Research & Development,Manager
1216,3.5,Low,Research & Development,Laboratory Technician
1217,16.1,Low,Research & Development,Research Director
1218,5.0,Low,Sales,Sales Executive
1219,89.8,Medium,Research & Development,Laboratory Technician
1220,37.1,Low,Sales,Sales Executive
1221,93.4,High,Research & Development,Laboratory Technician
1224,35.9,Low,Research & Development,Laboratory Technician
1225,99.5,High,Research & Development,Research Scientist
1226,89.4,Medium,Sales,Sales Representative
1228,79.2,Medium,Research & Development,Manufacturing Director
1231,48.9,Low,Human Resources,Human Resources
1233,83.5,Medium,Sales,Sales Executive
1234,18.1,Low,Research & Development,Laboratory Technician
1235,22.6,Low,Research & Development,Research Scientist
1237,14.4,Low,Research & Development,Manufacturing Director
1238,69.9,Medium,Research & Development,Research Scientist
1239,8.6,Low,Sales,Sales Executive
1240,87.2,Medium,Sales,Sales Executive
1241,69.0,Medium,Research & Development,Research Scientist
1242,96.2,High,Research & Development,Research Director
1243,56.5,Low,Sales,Sales Executive
1244,2.3,Low,Research & Development,Research Scientist
1245,92.3,High,Research & Development,Manufacturing Director
1246,91.8,High,Research & Development,Research Scientist
1248,83.2,Medium,Research & Development,Research Scientist
1249,21.3,Low,Research & Development,Research Scientist
1250,83.0,Medium,Research & Development,Research Director
1251,63.2,Medium,Research & Development,Healthcare Representative
1252,24.4,Low,Research & Development,Healthcare Representative
1254,16.0,Low,Sales,Sales Executive
1255,97.2,High,Research & Development,Research Director
1256,90.9,Medium,Research & Development,Manager
1257,9.0,Low,Research & Development,Research Scientist
1258,94.5,High,Research & Development,Laboratory Technician
1259,52.2,Low,Research & Development,Research Scientist
1260,22.3,Low,Research & Development,Healthcare Representative
1263,98.1,High,Research & Development,Research Director
1264,75.5,Medium,Research & Development,Research Director
1265,91.6,High,Research & Development,Research Scientist
1267,8.8,Low,Sales,Manager
1268,33.5,Low,Sales,Sales Executive
1269,93.0,High,Research & Development,Research Scientist
1270,10.3,Low,Research & Development,Research Scientist
1273,97.1,High,Sales,Sales Representative
1275,83.1,Medium,Research & Development,Research Scientist
1277,1.9,Low,Sales,Manager
1278,11.5,Low,Research & Development,Healthcare Representative
1279,21.6,Low,Research & Development,Laboratory Technician
1280,71.5,Medium,Sales,Manager
1281,84.1,Medium,Sales,Sales Executive
1282,95.7,High,Sales,Manager
1283,60.2,Medium,Research & Development,Manufacturing Director
1285,76.2,Medium,Research & Development,Laboratory Technician
1286,96.5,High,Research & Development,Laboratory Technician
1288,2.1,Low,Research & Development,Manager
1289,71.3,Medium,Human Resources,Human Resources
1291,60.6,Medium,Research & Development,Research Scientist
1292,97.7,High,Research & Development,Research Scientist
1293,91.0,High,Sales,Sales Executive
1294,85.3,Medium,Research & Development,Manufacturing Director
1295,39.1,Low,Research & Development,Healthcare Representative
1296,80.7,Medium,Research & Development,Laboratory Technician
1297,86.0,Medium,Research & Development,Laboratory Technician
1298,16.1,Low,Research & Development,Manufacturing Director
1299,34.0,Low,Research & Development,Laboratory Technician
1301,93.6,High,Research & Development,Research Scientist
1303,17.7,Low,Research & Development,Research Scientist
1304,76.8,Medium,Sales,Sales Executive
1306,8.6,Low,Research & Development,Manager
1307,81.4,Medium,Research & Development,Manager
1308,88.0,Medium,Research & Development,Research Scientist
1309,9.1,Low,Research & Development,Laboratory Technician
1310,25.4,Low,Research & Development,Research Scientist
1311,36.3,Low,Research & Development,Laboratory Technician
1312,47.4,Low,Research & Development,Healthcare Representative
1314,75.0,Medium,Human Resources,Human Resources
1315,86.9,Medium,Research & Development,Laboratory Technician
1317,25.0,Low,Research & Development,Research Director
1318,7.6,Low,Sales,Sales Executive
1319,81.5,Medium,Sales,Sales Executive
1321,19.1,Low,Research & Development,Manager
1322,88.1,Medium,Research & Development,Manufacturing Director
1324,94.4,High,Sales,Sales Executive
1329,12.8,Low,Sales,Sales Executive
1331,94.2,High,Sales,Sales Representative
1333,82.5,Medium,Research & Development,Laboratory Technician
1334,0.5,Low,Research & Development,Manager
1336,2.9,Low,Research & Development,Manager
1338,99.1,High,Human Resources,Manager
1340,9.1,Low,Research & Development,Research Scientist
1344,13.3,Low,Research & Development,Healthcare Representative
1346,71.1,Medium,Research & Development,Research Scientist
1349,7.0,Low,Sales,Sales Executive
1350,49.2,Low,Research & Development,Research Scientist
1352,95.7,High,Human Resources,Manager
1355,4.1,Low,Sales,Sales Executive
1356,24.9,Low,Sales,Sales Executive
1358,70.0,Medium,Research & Development,Laboratory Technician
1360,11.9,Low,Research & Development,Manufacturing Director
1361,14.5,Low,Research & Development,Laboratory Technician
1362,67.0,Medium,Sales,Sales Executive
1363,87.5,Medium,Research & Development,Manufacturing Director
1364,99.2,High,Sales,Sales Representative
1367,74.2,Medium,Research & Development,Manufacturing Director
1368,99.1,High,Research & Development,Laboratory Technician
1369,91.8,High,Research & Development,Laboratory Technician
1371,90.9,Medium,Sales,Sales Executive
1372,97.8,High,Sales,Sales Executive
1373,37.9,Low,Research & Development,Manufacturing Director
1374,31.3,Low,Research & Development,Research Scientist
1375,11.2,Low,Research & Development,Healthcare Representative
1377,36.4,Low,Research & Development,Laboratory Technician
1379,96.9,High,Sales,Sales Representative
1380,20.9,Low,Sales,Sales Executive
1382,83.9,Medium,Research & Development,Research Scientist
1383,20.7,Low,Research & Development,Healthcare Representative
1387,5.4,Low,Sales,Sales Executive
1389,16.1,Low,Research & Development,Manufacturing Director
1390,15.8,Low,Sales,Sales Executive
1391,88.6,Medium,Sales,Sales Executive
1392,34.8,Low,Research & Development,Research Scientist
1394,28.9,Low,Research & Development,Research Scientist
1395,15.1,Low,Sales,Sales Executive
1396,21.5,Low,Sales,Sales Executive
1397,4.5,Low,Research & Development,Healthcare Representative
1399,96.4,High,Sales,Sales Executive
1401,16.5,Low,Research & Development,Manufacturing Director
1402,94.1,High,Research & Development,Research Scientist
1403,87.8,Medium,Sales,Sales Executive
1405,92.4,High,Research & Development,Research Scientist
1407,84.1,Medium,Research & Development,Research Scientist
1408,66.0,Medium,Human Resources,Manager
1409,4.6,Low,Research & Development,Laboratory Technician
1411,40.6,Low,Research & Development,Laboratory Technician
1412,21.4,Low,Research & Development,Manufacturing Director
1415,30.2,Low,Research & Development,Laboratory Technician
1417,7.2,Low,Research & Development,Laboratory Technician
1419,36.5,Low,Human Resources,Human Resources
1420,19.9,Low,Research & Development,Laboratory Technician
1421,12.6,Low,Research & Development,Healthcare Representative
1422,6.2,Low,Research & Development,Research Director
1423,17.8,Low,Research & Development,Research Director
1424,4.9,Low,Research & Development,Research Director
1425,8.3,Low,Sales,Sales Executive
1427,11.2,Low,Sales,Sales Representative
1428,14.2,Low,Sales,Sales Executive
1430,90.6,Medium,Research & Development,Research Director
1431,85.5,Medium,Research & Development,Research Scientist
1433,5.6,Low,Research & Development,Research Scientist
1434,45.5,Low,Research & Development,Laboratory Technician
1435,72.2,Medium,Research & Development,Laboratory Technician
1436,23.9,Low,Sales,Sales Executive
1438,33.5,Low,Research & Development,Research Scientist
1439,88.5,Medium,Sales,Sales Representative
1440,78.0,Medium,Research & Development,Laboratory Technician
1441,13.0,Low,Research & Development,Research Scientist
1443,6.2,Low,Research & Development,Research Director
1445,82.4,Medium,Sales,Sales Executive
1446,12.8,Low,Sales,Sales Executive
1447,45.3,Low,Research & Development,Laboratory Technician
1448,8.9,Low,Research & Development,Research Scientist
1449,3.9,Low,Research & Development,Laboratory Technician
1453,87.2,Medium,Sales,Sales Executive
1457,15.9,Low,Sales,Sales Executive
1458,95.3,High,Research & Development,Laboratory Technician
1459,49.8,Low,Research & Development,Manufacturing Director
1460,9.1,Low,Research & Development,Healthcare Representative
1461,42.5,Low,Human Resources,Human Resources
1464,13.8,Low,Research & Development,Laboratory Technician
1465,81.3,Medium,Research & Development,Manufacturing Director
1466,20.3,Low,Sales,Sales Executive
1467,76.5,Medium,Human Resources,Human Resources
1468,11.3,Low,Research & Development,Research Director
1469,93.2,High,Sales,Sales Executive
1471,2.3,Low,Research & Development,Laboratory Technician
1472,92.6,High,Research & Development,Research Director
1473,56.6,Low,Research & Development,Healthcare Representative
1474,11.1,Low,Research & Development,Research Scientist
1475,72.8,Medium,Research & Development,Research Scientist
1477,83.0,Medium,Sales,Sales Executive
1478,2.9,Low,Sales,Sales Executive
1479,8.8,Low,Sales,Sales Executive
1480,78.3,Medium,Research & Development,Laboratory Technician
1481,99.9,High,Sales,Sales Executive
1482,78.0,Medium,Research & Development,Research Scientist
1483,9.7,Low,Research & Development,Research Scientist
1484,24.4,Low,Research & Development,Healthcare Representative
1485,9.4,Low,Research & Development,Research Director
1486,8.8,Low,Sales,Sales Representative
1487,91.6,High,Sales,Sales Executive
1489,8.1,Low,Sales,Sales Executive
1492,9.5,Low,Sales,Sales Representative
1494,98.7,High,Research & Development,Laboratory Technician
1495,84.5,Medium,Sales,Sales Representative
1496,84.3,Medium,Research & Development,Manufacturing Director
1497,90.3,Medium,Sales,Sales Executive
1499,89.0,Medium,Human Resources,Human Resources
1501,93.4,High,Research & Development,Healthcare Representative
1502,83.8,Medium,Research & Development,Laboratory Technician
1503,17.3,Low,Sales,Sales Executive
1504,89.0,Medium,Research & Development,Laboratory Technician
1506,31.9,Low,Research & Development,Research Scientist
1507,74.8,Medium,Sales,Sales Executive
1509,33.7,Low,Research & Development,Laboratory Technician
1513,75.6,Medium,Research & Development,Laboratory Technician
1514,85.7,Medium,Research & Development,Manufacturing Director
1515,95.6,High,Research & Development,Healthcare Representative
1516,73.2,Medium,Research & Development,Manager
1520,10.0,Low,Research & Development,Manager
1522,14.1,Low,Research & Development,Research Scientist
1523,95.0,High,Research & Development,Research Director
1525,86.4,Medium,Research & Development,Manufacturing Director
1527,99.4,High,Sales,Manager
1529,48.5,Low,Research & Development,Healthcare Representative
1533,2.6,Low,Research & Development,Laboratory Technician
1534,80.0,Medium,Research & Development,Laboratory Technician
1535,63.0,Medium,Sales,Sales Executive
1537,18.2,Low,Research & Development,Research Scientist
1539,11.0,Low,Research & Development,Research Director
1541,6.3,Low,Sales,Sales Representative
1542,97.2,High,Research & Development,Laboratory Technician
1543,94.0,High,Research & Development,Research Scientist
1544,11.1,Low,Research & Development,Healthcare Representative
1545,67.5,Medium,Research & Development,Manufacturing Director
1546,68.6,Medium,Research & Development,Research Scientist
1547,90.8,Medium,Research & Development,Healthcare Representative
1548,32.0,Low,Sales,Sales Executive
1549,10.1,Low,Research & Development,Laboratory Technician
1550,93.2,High,Human Resources,Manager
1551,35.4,Low,Research & Development,Laboratory Technician
1552,86.2,Medium,Research & Development,Healthcare Representative
1553,73.5,Medium,Research & Development,Healthcare Representative
1554,75.7,Medium,Sales,Sales Representative
1555,75.1,Medium,Research & Development,Research Scientist
1556,4.9,Low,Sales,Sales Representative
1557,30.2,Low,Sales,Sales Executive
1558,90.7,Medium,Research & Development,Research Scientist
1560,86.5,Medium,Sales,Sales Executive
1562,21.6,Low,Sales,Sales Executive
1563,32.5,Low,Human Resources,Human Resources
1564,84.3,Medium,Research & Development,Laboratory Technician
1568,74.1,Medium,Sales,Sales Executive
1569,99.6,High,Research & Development,Laboratory Technician
1572,98.0,High,Research & Development,Manufacturing Director
1573,15.0,Low,Research & Development,Manufacturing Director
1574,11.6,Low,Research & Development,Research Scientist
1576,17.6,Low,Research & Development,Research Scientist
1577,96.1,High,Research & Development,Research Scientist
1578,18.2,Low,Sales,Manager
1580,36.2,Low,Research & Development,Research Scientist
1581,91.8,High,Research & Development,Research Scientist
1582,15.6,Low,Sales,Sales Executive
1583,30.2,Low,Sales,Sales Executive
1585,96.3,High,Sales,Sales Executive
1586,4.7,Low,Research & Development,Laboratory Technician
1587,12.6,Low,Research & Development,Healthcare Representative
1588,28.0,Low,Sales,Sales Executive
1590,13.9,Low,Research & Development,Healthcare Representative
1591,98.9,High,Sales,Manager
1592,12.0,Low,Research & Development,Research Scientist
1594,20.1,Low,Research & Development,Laboratory Technician
1595,97.8,High,Research & Development,Manager
1596,94.2,High,Research & Development,Laboratory Technician
1597,19.8,Low,Research & Development,Healthcare Representative
1598,70.4,Medium,Sales,Sales Executive
1599,3.3,Low,Research & Development,Laboratory Technician
1601,97.0,High,Research & Development,Laboratory Technician
1602,91.5,High,Sales,Manager
1604,40.2,Low,Research & Development,Laboratory Technician
1605,7.7,Low,Research & Development,Research Scientist
1606,93.7,High,Research & Development,Healthcare Representative
1607,89.7,Medium,Research & Development,Research Scientist
1608,2.6,Low,Research & Development,Research Director
1609,74.6,Medium,Research & Development,Research Scientist
1611,75.4,Medium,Research & Development,Laboratory Technician
1612,80.6,Medium,Sales,Sales Executive
1613,17.1,Low,Sales,Sales Executive
1614,93.6,High,Research & Development,Manufacturing Director
1615,8.8,Low,Research & Development,Manufacturing Director
1617,86.3,Medium,Research & Development,Laboratory Technician
1618,97.9,High,Research & Development,Manufacturing Director
1619,51.7,Low,Research & Development,Laboratory Technician
1621,12.6,Low,Research & Development,Research Scientist
1622,36.7,Low,Research & Development,Manufacturing Director
1623,81.0,Medium,Research & Development,Research Scientist
1624,95.8,High,Sales,Sales Representative
1625,30.3,Low,Human Resources,Manager
1627,89.0,Medium,Research & Development,Laboratory Technician
1628,15.3,Low,Research & Development,Manufacturing Director
1630,13.4,Low,Research & Development,Healthcare Representative
1631,72.3,Medium,Research & Development,Manufacturing Director
1633,90.3,Medium,Research & Development,Manufacturing Director
1635,90.2,Medium,Research & Development,Manufacturing Director
1638,80.5,Medium,Research & Development,Manufacturing Director
1639,66.7,Medium,Sales,Sales Executive
1640,65.6,Medium,Research & Development,Research Scientist
1641,91.3,High,Research & Development,Manufacturing Director
1642,93.8,High,Human Resources,Human Resources
1644,60.2,Medium,Research & Development,Manager
1645,89.4,Medium,Sales,Sales Executive
1646,88.2,Medium,Research & Development,Research Scientist
1647,30.0,Low,Research & Development,Research Scientist
1648,93.8,High,Research & Development,Research Scientist
1649,97.0,High,Research & Development,Laboratory Technician
1650,87.2,Medium,Sales,Sales Executive
1651,85.4,Medium,Research & Development,Healthcare Representative
1653,55.3,Low,Research & Development,Manufacturing Director
1654,84.9,Medium,Research & Development,Manufacturing Director
1655,92.9,High,Research & Development,Research Director
1656,80.0,Medium,Research & Development,Research Director
1657,2.2,Low,Sales,Sales Representative
1658,70.5,Medium,Research & Development,Research Scientist
1659,96.0,High,Research & Development,Laboratory Technician
1661,85.5,Medium,Research & Development,Healthcare Representative
1662,91.0,High,Research & Development,Manufacturing Director
1664,13.8,Low,Research & Development,Healthcare Representative
1665,99.2,High,Research & Development,Manager
1666,82.2,Medium,Research & Development,Research Director
1667,75.2,Medium,Sales,Sales Executive
1668,3.9,Low,Research & Development,Research Scientist
1669,33.8,Low,Sales,Sales Executive
1670,17.2,Low,Sales,Sales Executive
1671,68.1,Medium,Research & Development,Research Scientist
1673,18.7,Low,Sales,Sales Executive
1674,62.4,Medium,Research & Development,Laboratory Technician
1675,90.7,Medium,Research & Development,Laboratory Technician
1676,25.5,Low,Sales,Manager
1677,7.9,Low,Research & Development,Manager
1678,17.7,Low,Sales,Sales Executive
1680,2.4,Low,Sales,Sales Representative
1681,77.9,Medium,Sales,Sales Executive
1682,26.6,Low,Research & Development,Healthcare Representative
1683,21.4,Low,Human Resources,Human Resources
1684,80.4,Medium,Research & Development,Laboratory Technician
1687,97.4,High,Research & Development,Laboratory Technician
1689,1.6,Low,Research & Development,Healthcare Representative
1691,66.1,Medium,Sales,Sales Representative
1692,96.1,High,Research & Development,Laboratory Technician
1693,82.1,Medium,Research & Development,Laboratory Technician
1694,84.3,Medium,Research & Development,Research Scientist
1696,49.1,Low,Research & Development,Laboratory Technician
1697,96.0,High,Research & Development,Healthcare Representative
1698,8.4,Low,Research & Development,Laboratory Technician
1700,5.6,Low,Sales,Sales Executive
1701,72.1,Medium,Research & Development,Research Scientist
1702,13.7,Low,Sales,Sales Representative
1703,65.2,Medium,Research & Development,Healthcare Representative
1704,12.8,Low,Research & Development,Research Scientist
1706,81.5,Medium,Sales,Sales Executive
1707,93.5,High,Research & Development,Research Scientist
1708,9.4,Low,Sales,Sales Executive
1709,16.8,Low,Research & Development,Laboratory Technician
1710,14.4,Low,Sales,Sales Representative
1712,74.4,Medium,Research & Development,Healthcare Representative
1714,99.3,High,Human Resources,Human Resources
1716,89.5,Medium,Sales,Sales Executive
1718,88.7,Medium,Research & Development,Laboratory Technician
1719,7.7,Low,Research & Development,Research Director
1720,82.5,Medium,Research & Development,Research Scientist
1721,85.5,Medium,Research & Development,Laboratory Technician
1722,92.1,High,Human Resources,Human Resources
1724,99.3,High,Research & Development,Manufacturing Director
1725,30.9,Low,Research & Development,Laboratory Technician
1727,89.0,Medium,Research & Development,Healthcare Representative
1728,17.0,Low,Research & Development,Manufacturing Director
1729,29.3,Low,Research & Development,Research Scientist
1731,99.9,High,Sales,Sales Executive
1732,41.5,Low,Sales,Sales Executive
1733,93.4,High,Sales,Sales Executive
1734,92.6,High,Sales,Sales Executive
1735,87.8,Medium,Research & Development,Laboratory Technician
1736,86.8,Medium,Research & Development,Manufacturing Director
1737,9.6,Low,Research & Development,Laboratory Technician
1739,25.7,Low,Sales,Sales Executive
1740,92.6,High,Sales,Manager
1744,55.8,Low,Human Resources,Human Resources
1745,84.8,Medium,Research & Development,Research Scientist
1746,97.2,High,Human Resources,Human Resources
1747,88.1,Medium,Human Resources,Human Resources
1749,85.0,Medium,Sales,Sales Executive
1751,26.2,Low,Research & Development,Research Scientist
1752,9.8,Low,Sales,Sales Representative
1753,25.1,Low,Research & Development,Healthcare Representative
